question,answer,options,type
'2010年6月，所党委被国务院国资委党委授予“_____”称号。','先进基层党组织','A:先进基层党组织 B:创新基层党组织 C:五好党支部 D:优秀党务工作者','单选题'
'2010年5月31日，中国电子科技集团公司宣布五十二所新一届领导班子：陈宗年任五十二所所长兼党委副书记，屈力扬任党委书记兼副所长，吴铭华任党委副书记兼纪委书记，王晓敏、程瑜任副所长。','错误，是2009年',,
'2010年5月28日，杭州海康威视数字技术股份有限公司在深圳证劵交易所正式挂牌上市。','正确','A:正确 B:错误 ','判断题'
'2010年5月，海康威视在上海证券交易所中小企业板上市，股票代码：002415。','错误','A:正确 B:错误 ','判断题'
'2010年-2015年，以下哪些关于中电海康的表述是正确的？','A:获得了体制和规模双突破 B:组建中国电科安全板块专业子集团 C:提前实现双百亿目标 D:核心业务跃居全球安防第一','A:获得了体制和规模双突破 B:组建中国电科安全板块专业子集团 C:提前实现双百亿目标 D:核心业务跃居全球安防第一','多选题'
'200年5月，海康威视首次入选_____。','2004安防行业十大民族品牌',,
'2009年5月5日，中国电子科技集团公司电科人任[2009]9号文，任命_____为第五十二研究所所长，屈力扬、王晓敏、程瑜为第五十二研究所副所长。','陈宗年','A:陈宗年 B:胡扬忠 C:郭生荣 D:郑振华',
'2009年10月10日，原中共中央政治局委员、国务院副总理曾培炎来所视察，并题词：“_____”。','勇于改革创新，做强中电海康',,
'2008年海康威视滨江生产基地动工建设。同年12月，科研综合楼（马塍路36号所区3号楼）竣工并交付使用。','正确','A:正确 B:错误 ','判断题'
'2008年9月，我国神舟七号载人航天飞行取得圆满成功。这标志着我国载人航天工程“三步走战略”的第二步取得突破性进展，我国由此成为世界上_____独立掌握空间出舱关键技术的国家。','第三个','A:第二个 B:第三个 C:第四个 D:第五个','单选题'
'2008年8月奥运会在北京胜利召开，海康威视产品和系统顺利完成“2008北京奥运”鸟巢及31个场馆的安保任务。2008年海康威视桐庐生产基地动工建设。','错误',,
'2008年8月，海康威视产品和系统顺利完成“_____”鸟巢及31个场馆的安保任务。9月17日，海康威视公司作为_____产品制造商参加第29届奥运会安保指挥中心授旗表彰仪式。','2008北京奥运会、唯一的','A:2008北京奥运会、唯一的 B:2008北京冬奥会、为数不多的 C:2008北京残奥会、为数不多的 D:2008北京残奥会、唯一的','单选题'
'2008年6月，杭州海康威视数字技术有限公司更名为“_____”。','杭州海康威视数字技术股份有限公司','A:杭州海康威视数字技术股份有限公司 B:杭州海康威视信息技术股份有限公司 C:海康威视信息技术股份有限公司 D:海康威视数字技术股份有限公司','单选题'
'2008年，海康威视入选“2008全球华商高科技500强榜单”；获《A&S》全球50强，排名全球第10、亚洲第1；被认定为“国家规划布局内重点软件企业”。','错误','A:正确 B:错误 ',
'2008年，海康威视_____生产基地动工建设。','滨江','A:滨江 B:下沙 C:余杭 D:拱墅','单选题'
'2007年在集团公司的主导下，对我所民品产业的改制重组进行了各种可能的方案论证，最终确定以海康威视公司为上市平台进行股权重组，2010年5月28日在深圳中小板成功上市，实现了技术产业与资本市场的对接，迈出了五十二所发展史上具有里程碑意义的一步。','正确','A:正确 B:错误 ','判断题'
'2007年10月24日，我国在西昌卫星发射中心用长征三号甲运载火箭将_____卫星成功送入太空，标志着我国月球探测工程迈出了重要的一步。','“嫦娥”一号','A:“神舟”一号 B:“嫦娥”一号 C:“嫦娥”二号 D:“神舟”二号','单选题'
'2007年，意博高科公司获得GE公司节能灯大批量订单，标志意博高科公司和GE的全面合作启动，全年实现销售收入1.25亿元，同比增长79.9%。','错误 ',,
'2007年，全所2007年销售收入突破18亿元，海康威视首次突破10亿元，再创历史新高。','正确','A:正确 B:错误 ',
'2007年，海康意博销售收入2.28亿元，外销直接出口占所有销售的50%左右。','错误，是80%','A:正确 B:错误 ','判断题'
'2006年7月1日，_____全线建成通车，铁路全长1956公里，最高点海拔5072米，是世界上海拔最高、线路最长的高原铁路。','青藏铁路','A:青藏铁路 B:兰新铁路 C:成渝铁路 D:川藏铁路','单选题'
'2006年3月4日，胡锦涛在参加全国政协十届四次会议民盟、民进联组讨论时提出，要引导广大干部群众特别是青少年树立以_____为主要内容的社会主义荣辱观。','八荣八耻','A:诚信友爱 B:爱岗敬业 C:公平正义 D:八荣八耻','单选题'
'2006年，五十二所首次获得国家发改委“技术进步与产业升级”项目资助，资助金额为100万元人民币。','错误',,
'2006年，全所销售收入首次突破10亿元大关，其中海康威视销售收入首次超过_____亿元，意博高科公司销售收入首次过_____亿元。','5、1','A:5、1 B:3、2 C:2、1 D:6、1','单选题'
'2006年，_____销售收入首次突破10亿元大关，其中_____销售收入首次超过5亿元。','五十二所、海康威视','A:中国电子科技集团、海康威视 B:海康威视、五十二所 C:五十二所、海康威视 D:中国电子科技集团、五十二所','单选题'
'2006 年，团中央推出 _____作为共青团服务社会主义新农村建设的主要抓手，引导团员青年在社会主义新农村建设中建功立业。','“青春建功新农村行动”','A:“青春建功新农村行动” B:“新农村、新青年、新风采”行动 C:“青春建功新农村活动” D:“新农村、新青年、新风采”活动','单选题'
'2005年5月，海康威视首次入选“_____”。','2004安防行业十大民族品牌','A:2004安防行业十大民族品牌 B:2005安防行业十大民族品牌 C:2004智能家居行业十大民族品牌 D:2005智能家居行业十大民族品牌',
'2005年5月，海康威视首次入选“2004安防行业十大民族品牌”，获当年德勤中国高科技成长企业50强第18名；福布斯中国潜力企业100强第20名。12月，海康威视从视频压缩板卡研发制造商转变为板卡/DVR/DVS数字监控产品研发制造商，并成为国内最大DVR厂商。','正确','A:正确 B:错误 ','判断题'
'2005年10月20日，召开五十二所第一次党员代表大会，选举产生了中国共产党中国电子科技集团公司第五十二研究所_____和纪律检查委员会。','第一届委员会','A:第一届委员会 B:第二届委员会 C:第三届委员会 D:第四届委员会',
'2004年，海康威视数字视音频压缩板卡项目获中国电子科技集团公司科学技术奖_____。','一等奖','A:一等奖 B:二等奖 C:三等奖 D:四等奖','单选题'
'2003年8月，_____和_____进行资产重组，重组后溢价出让部分净资产给意大利Duralamp International S.A.公司，成立了中意合资“杭州意博高科电器有限公司”，成为浙江省首家利用外资进行改组的国有企业。注册资本为1056.7928万元人民币，专业从事节能照明产品开发、生产和销售。','A:五十二所机械电器厂 B:四康电子公司','A:五十二所机械电器厂 B:四康电子公司 C:杭州意博高科电器有限公司 D:浙江海康慧联科技有限公司','多选题'
'2003年1月，我国第一条跨海铁路粤海铁路正式开通。','正确','A:正确 B:错误 ',
'2003年12月31日，52所所长郭生荣召集28名员工在52所1号楼11层会议室开会，宣布海康威视正式成立。','错误',,
'2003年，面对“非典”的袭击，全所上下齐心协力，众志成城，全年销售收入突破_____。','6亿元','A:6亿元 B:5亿元 C:4亿元 D:3亿元','单选题'
'2002年所党委书记郭生荣当选为中共浙江省十一届党代会代表，海康威视总经理胡扬忠当选为西湖区十二届人大代表。','错误','A:正确 B:错误 ',
'2002年5月9日，成立浙江科正电子信息产品检验有限公司，从事电子、信息产品质量检测、仪器设备校准及相关技术服务，注册资本_____人民币。','500万元','A:100万元 B:500万元 C:300万元 D:1000万元','单选题'
'2002年11月通过的十六大党章，把______作为党的指导思想写进党章。','“三个代表”重要思想','A:毛泽东思想 B:邓小平理论 C:“三个代表”重要思想 D:科学发展观','单选题'
'2002年11月，以下哪家公司成立？','浙江海康集团有限公司','A:驰拓科技 B:意博高科 C:海康慧联 D:浙江海康集团有限公司','单选题'
'2002年，所里合并了自己最强的两个公司——_____和_____，成立浙江海康信息技术股份有限公司。','康银公司和四康智能设备厂','A:康银公司 B:四康智能设备厂 C:科润公司 D:意博高科',
'2002年，《电子计算机与外部设备》更名为《新编程》。','错误','A:正确 B:错误 ','判断题'
'2001年在世界范围发生了两件大事：中国正式加入WTO和美国遭遇9·11恐怖袭击事件。对于海康来说，_____；_____。','前者让海康抢抓国际市场的脚步又更进了一步；后者则让海康抓住了国际安防产业高速发展的快车','A:前者让海康抓住了国际安防产业高速发展的快车；后者则让海康抢抓国际市场的脚步又更进了一步 B:前者让海康抢抓国际市场的脚步又更进了一步；后者则让海康抓住了国际安防产业高速发展的快车 C:前者让海康抢抓中国市场的脚步又更近了一步；后者则让海康抓住了中国安防产业高速发展的快车 D:前者让海康抢抓国际安防产业高速发展的快车；后者则让海康抓住了中国安防产业高速发展的快车',
